job_title,company,jobtype,region,working_Exp,edu_level,salary
數據分析師,"倍特系統整合有限公司
                    ",電腦系統整合服務業,新北市新莊區,2年以上,專科,"月薪40,000~60,000元"
營運數據分析師,"蘋果樹醫美診所
                    ",診所,台北市松山區,1年以上,大學,"月薪30,000~60,000元"
行銷數據分析師 Marketing Data Analysts,"以沛有限公司
                    ",廣告行銷公關業,台北市松山區,3年以上,大學,"月薪38,000~55,000元"
數據分析師_Data Analyst_PaGamO,"英屬維京群島商幫你優股份有限公司台灣分公司
                    ",電腦軟體服務業,台北市中正區,1年以上,大學,"年薪700,000~900,000元"
數據分析師,"大數據股份有限公司
                    ",其它軟體及網路相關業,台北市中山區,經歷不拘,大學,"月薪35,000~50,000元"
Business Analyst / 數據分析師,"瑞嘉軟體科技股份有限公司
                    ",電腦軟體服務業,台北市內湖區,1年以上,大學,"月薪42,000~83,740元"
數據分析師,"中佑資訊有限公司
                    ",網際網路相關業,台中市西屯區,經歷不拘,大學,"月薪35,000~45,000元"
數據分析師 Data Analyst,"悍創運動行銷股份有限公司
                    ",運動服務業,新竹縣竹北市,經歷不拘,大學,"月薪35,000~50,000元"
C111102-數據分析師,"旺矽科技股份有限公司
                    ",半導體製造業,新竹縣竹北市,經歷不拘,大學,"月薪28,000~60,000元"
【研發中心】數據分析師 (工作地點:泰國曼谷),"Millennium Star Trading L.L.C
                    ",網際網路相關業,東南亞,經歷不拘,大學,"月薪120,000~200,000元"
數據分析師,"薇客有限公司
                    ",工商顧問服務業,台北市中山區,2年以上,專科,"月薪50,000元以上"
大數據分析人員,"華南產物保險股份有限公司
                    ",產物保險業,台北市信義區,經歷不拘,大學,"月薪30,000~39,000元"
數據分析師(學士),"弈樂科技股份有限公司
                    ",網際網路相關業,台中市西屯區,經歷不拘,大學,"月薪35,000~60,000元"
商業數據分析師 Business Intelligence Analyst,"曙客股份有限公司
                    ",其它軟體及網路相關業,台北市松山區,3年以上,大學,"年薪630,000~840,000元"
數據分析師,"英屬維京群島商嘉碼科技有限公司台灣分公司
                    ",電腦系統整合服務業,台中市西屯區,1年以上,大學,"月薪40,000~60,000元"
(高階)數據分析師 Data Analyst／Data Scientist,"構思網路科技有限公司
                    ",網際網路相關業,台北市大安區,5年以上,大學,"年薪1,300,000~1,500,000元"
數據分析工程師 D2,"朝駿科技有限公司
                    ",網際網路相關業,台中市西屯區,1年以上,專科,"月薪50,000~65,000元"
D429 產業研究分析師/ 數據分析師(可遠端工作),"台灣大哥大股份有限公司
                    ",電信相關業,台北市信義區,3年以上,學歷不拘,"月薪31,000~53,000元"
數據師、大數據分析師(臺北市信義區),"鼎漢國際工程顧問股份有限公司
                    ",其他專業／科學及技術業,台北市信義區,經歷不拘,大學,"月薪30,000~50,000元"
遊戲數據分析師,"傳奇網路遊戲股份有限公司
                    ",網際網路相關業,台北市信義區,經歷不拘,高中,"月薪40,000~60,000元"
數據分析人員(總公司),玉山綜合證券股份有限公司,證券及期貨業,台北市松山區,1年以上,大學,"月薪35,000~50,000元"
AI大數據分析師,網際威信股份有限公司,電腦系統整合服務業,台北市內湖區,1年以上,大學,"年薪500,000~1,300,000元"
跨國團隊！Business Intelligence Analyst [E08],台北派兒有限公司,其它軟體及網路相關業,台北市大同區,2年以上,大學,"月薪50,000~70,000元"
數據分析顧問 Data Analyst Consultant (台北/Taipei),凱鈿行動科技股份有限公司,網際網路相關業,台北市中山區,1年以上,大學,"月薪32,000~72,000元"
數據分析師(碩士),弈樂科技股份有限公司,網際網路相關業,台中市西屯區,經歷不拘,碩士,"月薪44,000~69,000元"
資深數據分析師  (年薪 80-150萬),尚凡國際創新科技股份有限公司,網際網路相關業,台北市大安區,2年以上,專科,"年薪800,000~1,500,000元"
數據分析師,思偉達創新科技股份有限公司,其它軟體及網路相關業,台北市大安區,經歷不拘,專科,"月薪40,000~80,000元"
大數據分析實習生(長期),大數據股份有限公司,其它軟體及網路相關業,台北市中山區,經歷不拘,大學,時薪168元
數據分析專員,京站實業股份有限公司,百貨相關業,台北市大同區,2年以上,大學,"月薪34,000~39,000元"
數據分析師 Data Analyst／Data Scientist,構思網路科技有限公司,網際網路相關業,台北市大安區,2年以上,大學,"月薪50,000~70,000元"
數據分析專員(經營分析與數據運用),全家便利商店股份有限公司,量販流通相關業,台北市中山區,3年以上,碩士,"年薪610,000~690,000元"
【QuickseeK】輿情數據分析師,影響力數據顧問股份有限公司,廣告行銷公關業,台北市松山區,經歷不拘,大學,"月薪30,000~40,000元"
數據分析專員 - 資料分析師 (Business Data Analyst),豐趣科技股份有限公司,網際網路相關業,新竹縣竹東鎮,經歷不拘,大學,"月薪45,000~65,000元"
營運數據分析工程師【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市三重區,2年以上,學歷不拘,"月薪35,000~60,000元"
數據分析實習生(Data Analytics Engineer  Intern) _中部研發中心(虎尾),衛利生物科技股份有限公司,電腦軟體服務業,雲林縣虎尾鎮,經歷不拘,大學,時薪168~250元
遠東新世紀/數位整合中心/大數據分析師,遠東新世紀股份有限公司,紡織成衣業,新北市板橋區,經歷不拘,大學,"月薪38,000元以上"
數據分析工程師(SD),日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,經歷不拘,大學,"月薪35,000~80,000元"
NSR14 品質數據分析工程師,新普科技股份有限公司,電池製造業,新竹縣湖口鄉,3年以上,大學,"月薪37,000~47,000元"
(台北)（高雄）BI開發與數據分析工程師,德昂資訊股份有限公司,電腦軟體服務業,台北市松山區,經歷不拘,大學,"年薪500,000~800,000元"
客戶暨系統數據分析專員,豐卉有限公司,綜合商品批發代理業,台北市信義區,經歷不拘,專科,"月薪35,000~38,000元"
【台北】數據分析師/Data Analyst,康耐德股份有限公司,專門設計相關業,台北市松山區,經歷不拘,大學,"月薪32,000~60,000元"
統一超商數據分析主管(AI數位群),統一超商股份有限公司,百貨相關業,台北市信義區,2年以上,學歷不拘,"月薪35,000~41,000元"
BI 數據分析師,新穎資訊有限公司,電腦軟體服務業,台中市北區,1年以上,大學,"月薪38,000~70,000元"
數據分析企劃師,日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,1年以上,大學,"月薪35,000~80,000元"
資料分析師-BI,富蘭克林證券投資顧問股份有限公司,證券及期貨業,台北市大安區,3年以上,大學,"月薪60,000元以上"
PPA｜產品設計部｜數據分析師,PressPlay_瑞奧股份有限公司,廣告行銷公關業,台北市大同區,1年以上,專科,"年薪800,000~900,000元"
跨境電商 - OP營運數據分析專員,長天國際企業有限公司,網際網路相關業,台北市內湖區,經歷不拘,大學,"月薪36,000~42,000元"
【台北市】網路輿情大數據分析人員,趨勢民意調查股份有限公司,工商顧問服務業,台北市信義區,經歷不拘,大學,"月薪30,000~40,000元"
電子商務數據分析師,和盟電子商務股份有限公司,網際網路相關業,台北市中山區,2年以上,大學,"月薪30,000~50,000元"
醫務數據分析師,九鴻管理顧問有限公司,環境衛生及污染防治服務業,台中市西屯區,2年以上,大學,"月薪35,000~50,000元"
(APP)數據分析師_台北-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台北市內湖區,2年以上,學歷不拘,"月薪45,000~69,000元"
Data Analyst 數據分析師(資訊處電腦組),臺灣電視事業股份有限公司,電視業,台北市松山區,經歷不拘,大學,"月薪35,000元以上"
(APP)數據分析師_台中-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台中市西屯區,2年以上,學歷不拘,"月薪45,000~69,000元"
Data Analyst  數據分析師,瑞莫科技有限公司,其它軟體及網路相關業,台北市松山區,經歷不拘,大學,"月薪40,000~80,000元"
【視訊面試】數據分析師-B90B,台灣資服科技股份有限公司,電腦系統整合服務業,台中市北區,經歷不拘,大學,"月薪32,000~60,000元"
"#️⃣【Hot Jobs｜外商銀行巨擘】Data Analyst 數據分析人員(風控分析) / 起薪可談40-50K / 須熟SAS,R語言者佳 / 歡迎統計背景人才應徵｜BIS_233",藝珂人事顧問股份有限公司,人力仲介代徵,台北市信義區,經歷不拘,大學,"月薪40,000~55,000元"
Google Analytics 數據分析師 (GA Analyst),圖靈數位股份有限公司,其它軟體及網路相關業,台北市中正區,經歷不拘,大學,"月薪36,000~70,000元"
大數據資料分析師-智慧交通領域(IAD20),資拓宏宇國際股份有限公司,電腦軟體服務業,新北市板橋區,經歷不拘,大學,"月薪40,000元以上"
零碳數據分析經理,今時科技股份有限公司,網際網路相關業,台北市南港區,2年以上,大學,"年薪500,000~1,500,000元"
數據分析專員,唯數娛樂科技股份有限公司,電腦軟體服務業,台北市中正區,1年以上,大學,"月薪30,000~45,000元"
數據分析專員,唯數娛樂科技股份有限公司,電腦軟體服務業,台北市中正區,1年以上,大學,"月薪30,000~45,000元"
產業分析研究人員,社團法人台灣農業科技資源運籌管理學會,工商顧問服務業,台北市大同區,1年以上,大學,"年薪550,000~700,000元"
數據分析專員,全家便利商店股份有限公司,量販流通相關業,台北市中山區,2年以上,大學,"月薪38,000~41,000元"
數據分析師(台北),凱發科技股份有限公司,電腦軟體服務業,台北市南港區,2年以上,大學,"月薪40,000元以上"
研究員 Research Executive,益普索市場研究股份有限公司,工商顧問服務業,台北市大安區,經歷不拘,大學,"月薪35,000~40,000元"
民意調查｜市場調查專員,匡衡數據科技有限公司,工商顧問服務業,台北市中正區,經歷不拘,大學,"月薪40,000~60,000元"
【台中】資料分析管理師,今網智慧科技股份有限公司,電腦軟體服務業,台中市北區,經歷不拘,大學,"月薪30,000~50,000元"
【資訊部】數據分析工程師,台灣知識庫股份有限公司,數位內容產業,台北市中正區,1年以上,大學,"月薪40,000元"
統計及資料分析員(教職人力資料庫計畫),國立臺灣師範大學_教育政策與行政研究所,大專校院教育事業,台北市大安區,經歷不拘,碩士,"月薪39,000~42,000元"
數據分析實習生(Data Analytics Engineer  Intern)-長期實習生,衛利生物科技股份有限公司,電腦軟體服務業,新北市新店區,經歷不拘,大學,時薪168~250元
風險控管數據分析專員,威盺有限公司,電腦軟體服務業,台北市松山區,經歷不拘,高中,"月薪36,000~42,000元"
BI開發與數據分析師- 兼職,德昂資訊股份有限公司,電腦軟體服務業,高雄市三民區,2年以上,大學,"日薪2,000~5,000元"
(大數據零售)研究員,東方線上股份有限公司,工商顧問服務業,台北市大安區,1年以上,碩士,"月薪38,000~45,000元"
Data Analyst 數據分析師,品麟國際有限公司,綜合商品批發代理業,台北市中正區,3年以上,大學,"月薪40,000~60,000元"
節目製播部－影音數據分析,東森新媒體控股股份有限公司,網際網路相關業,台北市南港區,5年以上,大學,"月薪45,000~75,000元"
商品部-數據分析專員,全聯福利中心_全聯實業股份有限公司,量販流通相關業,台北市中山區,經歷不拘,大學,"月薪30,000~45,000元"
可不可熟成紅茶__總部__數值分析專員,可不可熟成紅茶_永醇誠股份有限公司,飲料店業,台中市北屯區,2年以上,專科,"月薪28,000~35,000元"
【台中市】民意調查/市場調查研究員,趨勢民意調查股份有限公司,工商顧問服務業,台中市西區,經歷不拘,大學,"月薪32,000~35,000元"
產經B-1(助理研究員/助理研究員),財團法人台灣經濟研究院,其他教育服務業,台北市中山區,經歷不拘,碩士,"月薪38,000元"
【數位金融】商業智慧部資料分析人員(線上面談),遠東國際商業銀行股份有限公司,銀行業,台北市大安區,經歷不拘,大學,"月薪35,000~55,000元"
【德商DHL】台南－倉庫數據Excel分析專員－HL,DHL_台灣敦豪供應鏈股份有限公司,儲配／運輸物流業,台南市新市區,經歷不拘,專科,"月薪33,000~42,000元"
調查及資料分析員(中小學師資資料庫建置、維護及應用計畫),國立臺灣師範大學_教育政策與行政研究所,大專校院教育事業,台北市大安區,經歷不拘,大學,"月薪33,800~42,000元"
數據分析助理/工讀,宇泰華科技股份有限公司,電腦軟體服務業,台北市南港區,經歷不拘,高中,時薪168元
OP營運數據分析專員 (具備熟練Excel VBA應用與Python大數據整理能力佳),盈德網絡服務有限公司,工商顧問服務業,台北市松山區,3年以上,專科,"月薪40,000~60,000元"
【QuickseeK】市場調查研究人員,影響力數據顧問股份有限公司,廣告行銷公關業,台北市松山區,經歷不拘,大學,"月薪30,000~45,000元"
"商業數據分析師 BA/Business Analyst -數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,金融控股業,台北市信義區,3年以上,大學,"月薪30,000~90,000元"
企劃與數據分析實習生(教育事業部),威盛電子股份有限公司,IC設計相關業,新北市新店區,經歷不拘,大學,時薪170元
資料庫、BI數據分析師,集雅社影音家電_集雅社股份有限公司,百貨相關業,高雄市苓雅區,1年以上,大學,"月薪50,000~60,000元"
大數據部門數據工程師,典通股份有限公司,工商顧問服務業,台北市中正區,經歷不拘,碩士,"月薪38,000~45,000元"
世新大學知識經濟發展研究院-專案助理研究員,世新大學_人事室,大專校院教育事業,台北市文山區,3年以上,碩士,"月薪38,000~50,000元"
"Data Analyst 數據分析師 (Tableau profession, Business Insight)",EC HEALTHCARE,其他醫療保健服務業,台北市大安區,1年以上,大學,"月薪45,000元以上"
【巧連智】數據分析人員,日商倍樂生股份有限公司台北分公司,雜誌／期刊出版業,台北市中正區,2年以上,專科,"月薪30,000~45,000元"
資料分析師(Taichung),新加坡商犀牛盾科技股份有限公司,其他相關製造業,台中市南屯區,1年以上,大學,"年薪700,000~1,000,000元"
DBA數據庫管理師,薇客有限公司,工商顧問服務業,台北市中山區,5年以上,大學,"月薪100,000元以上"
研究員,東方線上消費者研究集團_東方快線網絡市調行銷股份有限公司,工商顧問服務業,台北市大安區,經歷不拘,大學,"月薪33,000~37,000元"
數據分析師,億光電子工業股份有限公司,光電產業,新北市樹林區,2年以上,大學,"月薪37,000元以上"
營運數據分析工程師【備宿舍】(疫情期間可先視訊面試),上禾紡織有限公司,紡織成衣業,新北市三重區,2年以上,大學,"月薪35,000~60,000元"
【台北市】民意調查/市場調查研究員,趨勢民意調查股份有限公司,工商顧問服務業,台北市信義區,經歷不拘,大學,"月薪32,000~35,000元"
資料分析師,新穎資訊有限公司,電腦軟體服務業,台中市北區,1年以上,大學,"月薪38,000~60,000元"
資深研究員,東方線上消費者研究集團_東方快線網絡市調行銷股份有限公司,工商顧問服務業,台北市大安區,2年以上,大學,"月薪38,000~48,000元"
經營管理儲備幹部 (經營管理部專案規劃處),東森購物_電視購物_東森得易購股份有限公司,百貨相關業,新北市中和區,3年以上,大學,"月薪35,000~50,000元"
YFG-資料科學家,裕融企業股份有限公司,其他汽機車相關業,台北市大安區,經歷不拘,大學,"月薪45,000~60,000元"
【內勤】資料分析研究助理(台北市信義區)#W0,寶華國際人力顧問股份有限公司,人力派遣服務,台北市信義區,經歷不拘,大學,"月薪28,000元"
市場調查研究專員/綜合規劃組,財團法人中國生產力中心,工商顧問服務業,新北市汐止區,3年以上,大學,"月薪28,000~45,000元"
派遣_知名外商銀行_資料分析師Data Analyst【信義｜市政府站】月薪40K起｜101RI,萬寶華企業管理顧問股份有限公司,人力仲介代徵,台北市信義區,經歷不拘,大學,"月薪40,000~55,000元"
201_【派遣雀巢】SFE Assistant_1 year contractor_需有數據分析經驗者,萬寶華企業管理顧問股份有限公司,人力仲介代徵,台北市內湖區,經歷不拘,大學,"月薪38,000~45,000元"
AN-[南港_美商半導體設計龍頭- Business Analyst (PM) Coordinator - 熟悉資料/數據分析(如Power BI/SQL) - 年薪130萬以內,新加坡商立可人事顧問有限公司台灣分公司,人力仲介代徵,台北市南港區,2年以上,大學,"年薪800,000~1,300,000元"
專案管理督導 Observer Project Coordinator,益普索市場研究股份有限公司,工商顧問服務業,台北市大安區,2年以上,大學,"月薪32,000元以上"
商控專員(可視訊面試)【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市三重區,經歷不拘,高中,"月薪28,000~36,000元"
【2022鑄金實習計劃】智慧製造-大數據分析實習生,金像電子股份有限公司,印刷電路板製造業(PCB),桃園市中壢區,經歷不拘,大學,"月薪29,000~35,000元"
世新大學知識經濟發展研究院-專案研究員/主管（博後）,世新大學_人事室,大專校院教育事業,台北市文山區,3年以上,博士,"月薪50,000元以上"
數據工程師,中佑資訊有限公司,網際網路相關業,台中市西屯區,1年以上,專科,"月薪35,000~60,000元"
數據分析人員(總公司/汽車保險),富邦產物保險股份有限公司,金融控股業,台北市中山區,3年以上,大學,"月薪30,000~50,000元"
研究員 Research Executive (Healthcare),益普索市場研究股份有限公司,工商顧問服務業,台北市大安區,經歷不拘,大學,"月薪35,000~40,000元"
數據暨策略分析師,聯合財信資產管理股份有限公司,其他專業／科學及技術業,台北市北投區,5年以上,碩士,"月薪72,000~86,000元"
派駐知名外商EDA全球領導品牌 - 商業智慧(BI)資料分析程式設計師-【JD-00000058】,威策電腦股份有限公司,電腦系統整合服務業,新竹市,1年以上,大學,"月薪60,000~100,000元"
Sr. Backend Engineer | 資深後端工程師 ( Invos 發票存摺 ),麻布數據科技股份有限公司,網際網路相關業,台北市信義區,3年以上,專科,"年薪1,100,000~1,500,000元"
廣告數據整合分析師/Data Scientist,品麟國際有限公司,綜合商品批發代理業,台北市中正區,3年以上,大學,"月薪60,000~120,000元"
教學總部-營運企劃,朱宗慶打擊樂團隊_傑優文化事業股份有限公司,藝文服務業,台北市士林區,3年以上,碩士,"月薪38,000~43,000元"
機率工程師,數字自由有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,大學,"月薪35,000~150,000元"
【LG生活健康-HDB事業部】業務代表,LG_ 臺灣樂金生活健康股份有限公司,綜合商品批發代理業,台北市信義區,2年以上,大學,"月薪35,000元以上"
節目製播部－影音統計分析,東森新媒體控股股份有限公司,網際網路相關業,台北市南港區,5年以上,大學,"月薪45,000~75,000元"
(APP)數據工程師_台北-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台北市內湖區,2年以上,學歷不拘,"月薪45,000~69,000元"
數據分析工程師-台北 (系統推展部),錠嵂保險經紀人股份有限公司,人身保險業,台北市松山區,2年以上,專科,"月薪40,000元以上"
醫學統計分析師,寰澔生物科技有限公司,工商顧問服務業,台北市大同區,2年以上,碩士,"月薪40,000元以上"
YFG-資料工程師,裕融企業股份有限公司,其他汽機車相關業,台北市大安區,經歷不拘,大學,"月薪45,000~60,000元"
產業分析師,領先創新科技股份有限公司,電腦軟體服務業,台北市松山區,1年以上,碩士,"月薪30,000~50,000元"
【IT一組】資料分析工程師,翼勝專利商標事務所,工商顧問服務業,台北市大安區,2年以上,大學,"月薪60,000~100,000元"
數位轉型部-前端數據工程師,鄉林建設事業股份有限公司,建築工程業,台中市西區,3年以上,大學,"月薪32,000~40,000元"
中壢廠-營業管理專員,台灣山葉機車工業股份有限公司,機車及其零件製造業,桃園市中壢區,經歷不拘,大學,"月薪32,000~35,580元"
E153 電信網路工程師(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市內湖區,經歷不拘,學歷不拘,"月薪31,000~46,000元"
管理中心－資訊管理師(資訊分析師、數據分析師)(沙鹿院區),光田醫療社團法人光田綜合醫院,醫院,台中市沙鹿區,經歷不拘,大學,"月薪32,000~38,000元"
玩具產品經理,吉尼士美語_吉尼士股份有限公司,補習班,高雄市左營區,經歷不拘,專科,"月薪40,000元以上"
PPA｜產品設計部｜商業分析師,PressPlay_瑞奧股份有限公司,廣告行銷公關業,台北市大同區,3年以上,大學,"月薪45,000~55,000元"
風控專員,睿訊有限公司,電腦軟體服務業,台北市內湖區,經歷不拘,專科,"月薪30,000~45,000元"
【工程研發】數據分析製程工程師(SD),日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市中壢區,經歷不拘,大學,"月薪38,000~80,000元"
風險管理人員,和潤企業股份有限公司,其他金融及輔助業,新北市新莊區,經歷不拘,大學,"月薪35,000元以上"
旅宿 營收管理/行銷顧問,厝味文化股份有限公司,旅館業,新北市板橋區,1年以上,大學,"月薪32,000~40,000元"
(APP)數據工程師_台中-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台中市西屯區,2年以上,學歷不拘,"月薪45,000~69,000元"
品質監控工程師,晶碩光學股份有限公司,光學器材製造業,桃園市大溪區,2年以上,大學,"月薪33,000~55,000元"
商務支持專員,藝康企業股份有限公司,化學原料及其製品批發業,台北市中山區,1年以上,專科,"月薪36,000元以上"
1B-3(助理研究員/助理研究員),財團法人台灣經濟研究院,其他教育服務業,台北市中山區,2年以上,碩士,"月薪40,000元"
商品精算人員,華南產物保險股份有限公司,產物保險業,台北市信義區,經歷不拘,大學,"月薪31,000~39,000元"
企劃專員,吉士寶創意有限公司,廣告行銷公關業,台中市西屯區,1年以上,大學,"月薪30,000~40,000元"
▲台中【行銷企劃】日商普客二四-Times,台灣普客二四股份有限公司,停車場業,台中市西屯區,經歷不拘,高中,"月薪28,000~40,000元"
酒品研發及分析認證研究員(烈酒研究所),金車股份有限公司,飲料製造業,宜蘭縣員山鄉,經歷不拘,大學,"月薪28,000~35,000元"
電影數位平台(資料庫) 行銷營運專員,飛行國際視聽股份有限公司,廣播業,台北市內湖區,經歷不拘,大學,"月薪28,000元以上"
資料科學家,台灣資料科學股份有限公司,電腦系統整合服務業,台北市內湖區,經歷不拘,大學,"月薪38,000~88,000元"
節目製播部－頻道營運分析,東森新媒體控股股份有限公司,網際網路相關業,台北市南港區,5年以上,大學,"月薪45,000~70,000元"
台灣彩券_數位經營企劃人員,台灣彩券股份有限公司,其他商品批發業,台北市南港區,3年以上,大學,"月薪31,000~55,000元"
數位行銷企劃人員,日本丸亀製麵_台灣東利多股份有限公司,其他餐飲業,台北市大同區,3年以上,大學,"月薪36,000元以上"
網路行銷專員,茂盛醫院,醫院,台中市北屯區,3年以上,大學,"月薪35,000~38,000元"
電商平台營運專員,東方絲路科技有限公司,電子通訊／電腦週邊批發業,台北市松山區,經歷不拘,大學,"月薪28,000~40,000元"
數位社群廣告投放優化師,亞瑞特數位社群行銷有限公司,其它軟體及網路相關業,台北市松山區,1年以上,大學,"月薪26,000~38,000元"
