job_title,company,jobtype,region,working_Exp,edu_level,salary,salary_asist,salary_h,salary_l,salary_a
數據分析師,倍特系統整合有限公司                    ,電腦系統整合服務業,新北市,2年以上,專科,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
營運數據分析師,蘋果樹醫美診所                    ,診所,台北市,1年以上,大學,"月薪30,000~60,000元",30000~60000,60000.0,30000.0,45000.0
行銷數據分析師 Marketing Data Analysts,以沛有限公司                    ,廣告行銷公關業,台北市,3年以上,大學,"月薪38,000~55,000元",38000~55000,55000.0,38000.0,46500.0
數據分析師_Data Analyst_PaGamO,英屬維京群島商幫你優股份有限公司台灣分公司                    ,電腦軟體服務業,台北市,1年以上,大學,"年薪700,000~900,000元",700000~900000,75000.0,58333.333333333336,66666.66666666667
數據分析師,大數據股份有限公司                    ,其它軟體及網路相關業,台北市,經歷不拘,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
Business Analyst / 數據分析師,瑞嘉軟體科技股份有限公司                    ,電腦軟體服務業,台北市,1年以上,大學,"月薪42,000~83,740元",42000~83740,83740.0,42000.0,62870.0
數據分析師,中佑資訊有限公司                    ,網際網路相關業,台中市,經歷不拘,大學,"月薪35,000~45,000元",35000~45000,45000.0,35000.0,40000.0
數據分析師 Data Analyst,悍創運動行銷股份有限公司                    ,運動服務業,新竹縣,經歷不拘,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
C111102-數據分析師,旺矽科技股份有限公司                    ,半導體製造業,新竹縣,經歷不拘,大學,"月薪28,000~60,000元",28000~60000,60000.0,28000.0,44000.0
數據分析師,薇客有限公司                    ,工商顧問服務業,台北市,2年以上,專科,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
大數據分析人員,華南產物保險股份有限公司                    ,產物保險業,台北市,經歷不拘,大學,"月薪30,000~39,000元",30000~39000,39000.0,30000.0,34500.0
數據分析師(學士),弈樂科技股份有限公司                    ,網際網路相關業,台中市,經歷不拘,大學,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
商業數據分析師 Business Intelligence Analyst,曙客股份有限公司                    ,其它軟體及網路相關業,台北市,3年以上,大學,"年薪630,000~840,000元",630000~840000,70000.0,52500.0,61250.0
數據分析師,英屬維京群島商嘉碼科技有限公司台灣分公司                    ,電腦系統整合服務業,台中市,1年以上,大學,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
(高階)數據分析師 Data Analyst／Data Scientist,構思網路科技有限公司                    ,網際網路相關業,台北市,5年以上,大學,"年薪1,300,000~1,500,000元",1300000~1500000,125000.0,108333.33333333333,116666.66666666666
數據分析工程師 D2,朝駿科技有限公司                    ,網際網路相關業,台中市,1年以上,專科,"月薪50,000~65,000元",50000~65000,65000.0,50000.0,57500.0
D429 產業研究分析師/ 數據分析師(可遠端工作),台灣大哥大股份有限公司                    ,電信相關業,台北市,3年以上,學歷不拘,"月薪31,000~53,000元",31000~53000,53000.0,31000.0,42000.0
數據師、大數據分析師(臺北市信義區),鼎漢國際工程顧問股份有限公司                    ,其他專業／科學及技術業,台北市,經歷不拘,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
遊戲數據分析師,傳奇網路遊戲股份有限公司                    ,網際網路相關業,台北市,經歷不拘,高中,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
數據分析人員(總公司),玉山綜合證券股份有限公司,證券及期貨業,台北市,1年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
AI大數據分析師,網際威信股份有限公司,電腦系統整合服務業,台北市,1年以上,大學,"年薪500,000~1,300,000元",500000~1300000,108333.33333333333,41666.666666666664,75000.0
跨國團隊！Business Intelligence Analyst [E08],台北派兒有限公司,其它軟體及網路相關業,台北市,2年以上,大學,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
數據分析顧問 Data Analyst Consultant (台北/Taipei),凱鈿行動科技股份有限公司,網際網路相關業,台北市,1年以上,大學,"月薪32,000~72,000元",32000~72000,72000.0,32000.0,52000.0
數據分析師(碩士),弈樂科技股份有限公司,網際網路相關業,台中市,經歷不拘,碩士,"月薪44,000~69,000元",44000~69000,69000.0,44000.0,56500.0
資深數據分析師  (年薪 80-150萬),尚凡國際創新科技股份有限公司,網際網路相關業,台北市,2年以上,專科,"年薪800,000~1,500,000元",800000~1500000,125000.0,66666.66666666667,95833.33333333334
數據分析師,思偉達創新科技股份有限公司,其它軟體及網路相關業,台北市,經歷不拘,專科,"月薪40,000~80,000元",40000~80000,80000.0,40000.0,60000.0
大數據分析實習生(長期),大數據股份有限公司,其它軟體及網路相關業,台北市,經歷不拘,大學,時薪168元,168,26880.0,26880.0,26880.0
數據分析專員,京站實業股份有限公司,百貨相關業,台北市,2年以上,大學,"月薪34,000~39,000元",34000~39000,39000.0,34000.0,36500.0
數據分析師 Data Analyst／Data Scientist,構思網路科技有限公司,網際網路相關業,台北市,2年以上,大學,"月薪50,000~70,000元",50000~70000,70000.0,50000.0,60000.0
數據分析專員(經營分析與數據運用),全家便利商店股份有限公司,量販流通相關業,台北市,3年以上,碩士,"年薪610,000~690,000元",610000~690000,57500.0,50833.333333333336,54166.66666666667
【QuickseeK】輿情數據分析師,影響力數據顧問股份有限公司,廣告行銷公關業,台北市,經歷不拘,大學,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
數據分析專員 - 資料分析師 (Business Data Analyst),豐趣科技股份有限公司,網際網路相關業,新竹縣,經歷不拘,大學,"月薪45,000~65,000元",45000~65000,65000.0,45000.0,55000.0
營運數據分析工程師【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市,2年以上,學歷不拘,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
數據分析實習生(Data Analytics Engineer  Intern) _中部研發中心(虎尾),衛利生物科技股份有限公司,電腦軟體服務業,雲林縣,經歷不拘,大學,時薪168~250元,168~250,40000.0,26880.0,33440.0
遠東新世紀/數位整合中心/大數據分析師,遠東新世紀股份有限公司,紡織成衣業,新北市,經歷不拘,大學,"月薪38,000元以上",38000以上,38000.0,38000.0,38000.0
數據分析工程師(SD),日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市,經歷不拘,大學,"月薪35,000~80,000元",35000~80000,80000.0,35000.0,57500.0
NSR14 品質數據分析工程師,新普科技股份有限公司,電池製造業,新竹縣,3年以上,大學,"月薪37,000~47,000元",37000~47000,47000.0,37000.0,42000.0
(台北)（高雄）BI開發與數據分析工程師,德昂資訊股份有限公司,電腦軟體服務業,台北市,經歷不拘,大學,"年薪500,000~800,000元",500000~800000,66666.66666666667,41666.666666666664,54166.66666666667
客戶暨系統數據分析專員,豐卉有限公司,綜合商品批發代理業,台北市,經歷不拘,專科,"月薪35,000~38,000元",35000~38000,38000.0,35000.0,36500.0
【台北】數據分析師/Data Analyst,康耐德股份有限公司,專門設計相關業,台北市,經歷不拘,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
統一超商數據分析主管(AI數位群),統一超商股份有限公司,百貨相關業,台北市,2年以上,學歷不拘,"月薪35,000~41,000元",35000~41000,41000.0,35000.0,38000.0
BI 數據分析師,新穎資訊有限公司,電腦軟體服務業,台中市,1年以上,大學,"月薪38,000~70,000元",38000~70000,70000.0,38000.0,54000.0
數據分析企劃師,日月光半導體製造股份有限公司中壢分公司,半導體製造業,桃園市,1年以上,大學,"月薪35,000~80,000元",35000~80000,80000.0,35000.0,57500.0
資料分析師-BI,富蘭克林證券投資顧問股份有限公司,證券及期貨業,台北市,3年以上,大學,"月薪60,000元以上",60000以上,60000.0,60000.0,60000.0
PPA｜產品設計部｜數據分析師,PressPlay_瑞奧股份有限公司,廣告行銷公關業,台北市,1年以上,專科,"年薪800,000~900,000元",800000~900000,75000.0,66666.66666666667,70833.33333333334
跨境電商 - OP營運數據分析專員,長天國際企業有限公司,網際網路相關業,台北市,經歷不拘,大學,"月薪36,000~42,000元",36000~42000,42000.0,36000.0,39000.0
【台北市】網路輿情大數據分析人員,趨勢民意調查股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪30,000~40,000元",30000~40000,40000.0,30000.0,35000.0
電子商務數據分析師,和盟電子商務股份有限公司,網際網路相關業,台北市,2年以上,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
醫務數據分析師,九鴻管理顧問有限公司,環境衛生及污染防治服務業,台中市,2年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
(APP)數據分析師_台北-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台北市,2年以上,學歷不拘,"月薪45,000~69,000元",45000~69000,69000.0,45000.0,57000.0
Data Analyst 數據分析師(資訊處電腦組),臺灣電視事業股份有限公司,電視業,台北市,經歷不拘,大學,"月薪35,000元以上",35000以上,35000.0,35000.0,35000.0
(APP)數據分析師_台中-疫情期間採視訊面試,尊博科技股份有限公司,電腦軟體服務業,台中市,2年以上,學歷不拘,"月薪45,000~69,000元",45000~69000,69000.0,45000.0,57000.0
Data Analyst  數據分析師,瑞莫科技有限公司,其它軟體及網路相關業,台北市,經歷不拘,大學,"月薪40,000~80,000元",40000~80000,80000.0,40000.0,60000.0
【視訊面試】數據分析師-B90B,台灣資服科技股份有限公司,電腦系統整合服務業,台中市,經歷不拘,大學,"月薪32,000~60,000元",32000~60000,60000.0,32000.0,46000.0
"#️⃣【Hot Jobs｜外商銀行巨擘】Data Analyst 數據分析人員(風控分析) / 起薪可談40-50K / 須熟SAS,R語言者佳 / 歡迎統計背景人才應徵｜BIS_233",藝珂人事顧問股份有限公司,人力仲介代徵,台北市,經歷不拘,大學,"月薪40,000~55,000元",40000~55000,55000.0,40000.0,47500.0
Google Analytics 數據分析師 (GA Analyst),圖靈數位股份有限公司,其它軟體及網路相關業,台北市,經歷不拘,大學,"月薪36,000~70,000元",36000~70000,70000.0,36000.0,53000.0
大數據資料分析師-智慧交通領域(IAD20),資拓宏宇國際股份有限公司,電腦軟體服務業,新北市,經歷不拘,大學,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
零碳數據分析經理,今時科技股份有限公司,網際網路相關業,台北市,2年以上,大學,"年薪500,000~1,500,000元",500000~1500000,125000.0,41666.666666666664,83333.33333333333
數據分析專員,唯數娛樂科技股份有限公司,電腦軟體服務業,台北市,1年以上,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
數據分析專員,唯數娛樂科技股份有限公司,電腦軟體服務業,台北市,1年以上,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
產業分析研究人員,社團法人台灣農業科技資源運籌管理學會,工商顧問服務業,台北市,1年以上,大學,"年薪550,000~700,000元",550000~700000,58333.333333333336,45833.333333333336,52083.333333333336
數據分析專員,全家便利商店股份有限公司,量販流通相關業,台北市,2年以上,大學,"月薪38,000~41,000元",38000~41000,41000.0,38000.0,39500.0
數據分析師(台北),凱發科技股份有限公司,電腦軟體服務業,台北市,2年以上,大學,"月薪40,000元以上",40000以上,40000.0,40000.0,40000.0
研究員 Research Executive,益普索市場研究股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
民意調查｜市場調查專員,匡衡數據科技有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
【台中】資料分析管理師,今網智慧科技股份有限公司,電腦軟體服務業,台中市,經歷不拘,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
【資訊部】數據分析工程師,台灣知識庫股份有限公司,數位內容產業,台北市,1年以上,大學,"月薪40,000元",40000,40000.0,40000.0,40000.0
統計及資料分析員(教職人力資料庫計畫),國立臺灣師範大學_教育政策與行政研究所,大專校院教育事業,台北市,經歷不拘,碩士,"月薪39,000~42,000元",39000~42000,42000.0,39000.0,40500.0
數據分析實習生(Data Analytics Engineer  Intern)-長期實習生,衛利生物科技股份有限公司,電腦軟體服務業,新北市,經歷不拘,大學,時薪168~250元,168~250,40000.0,26880.0,33440.0
風險控管數據分析專員,威盺有限公司,電腦軟體服務業,台北市,經歷不拘,高中,"月薪36,000~42,000元",36000~42000,42000.0,36000.0,39000.0
BI開發與數據分析師- 兼職,德昂資訊股份有限公司,電腦軟體服務業,高雄市,2年以上,大學,"日薪2,000~5,000元",2000~5000,100000.0,40000.0,70000.0
(大數據零售)研究員,東方線上股份有限公司,工商顧問服務業,台北市,1年以上,碩士,"月薪38,000~45,000元",38000~45000,45000.0,38000.0,41500.0
Data Analyst 數據分析師,品麟國際有限公司,綜合商品批發代理業,台北市,3年以上,大學,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
節目製播部－影音數據分析,東森新媒體控股股份有限公司,網際網路相關業,台北市,5年以上,大學,"月薪45,000~75,000元",45000~75000,75000.0,45000.0,60000.0
商品部-數據分析專員,全聯福利中心_全聯實業股份有限公司,量販流通相關業,台北市,經歷不拘,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
可不可熟成紅茶__總部__數值分析專員,可不可熟成紅茶_永醇誠股份有限公司,飲料店業,台中市,2年以上,專科,"月薪28,000~35,000元",28000~35000,35000.0,28000.0,31500.0
【台中市】民意調查/市場調查研究員,趨勢民意調查股份有限公司,工商顧問服務業,台中市,經歷不拘,大學,"月薪32,000~35,000元",32000~35000,35000.0,32000.0,33500.0
產經B-1(助理研究員/助理研究員),財團法人台灣經濟研究院,其他教育服務業,台北市,經歷不拘,碩士,"月薪38,000元",38000,38000.0,38000.0,38000.0
【數位金融】商業智慧部資料分析人員(線上面談),遠東國際商業銀行股份有限公司,銀行業,台北市,經歷不拘,大學,"月薪35,000~55,000元",35000~55000,55000.0,35000.0,45000.0
【德商DHL】台南－倉庫數據Excel分析專員－HL,DHL_台灣敦豪供應鏈股份有限公司,儲配／運輸物流業,台南市,經歷不拘,專科,"月薪33,000~42,000元",33000~42000,42000.0,33000.0,37500.0
調查及資料分析員(中小學師資資料庫建置、維護及應用計畫),國立臺灣師範大學_教育政策與行政研究所,大專校院教育事業,台北市,經歷不拘,大學,"月薪33,800~42,000元",33800~42000,42000.0,33800.0,37900.0
數據分析助理/工讀,宇泰華科技股份有限公司,電腦軟體服務業,台北市,經歷不拘,高中,時薪168元,168,26880.0,26880.0,26880.0
OP營運數據分析專員 (具備熟練Excel VBA應用與Python大數據整理能力佳),盈德網絡服務有限公司,工商顧問服務業,台北市,3年以上,專科,"月薪40,000~60,000元",40000~60000,60000.0,40000.0,50000.0
【QuickseeK】市場調查研究人員,影響力數據顧問股份有限公司,廣告行銷公關業,台北市,經歷不拘,大學,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
"商業數據分析師 BA/Business Analyst -數據科技(數數發中心, DDT)",國泰金控_國泰金融控股股份有限公司,金融控股業,台北市,3年以上,大學,"月薪30,000~90,000元",30000~90000,90000.0,30000.0,60000.0
企劃與數據分析實習生(教育事業部),威盛電子股份有限公司,IC設計相關業,新北市,經歷不拘,大學,時薪170元,170,27200.0,27200.0,27200.0
資料庫、BI數據分析師,集雅社影音家電_集雅社股份有限公司,百貨相關業,高雄市,1年以上,大學,"月薪50,000~60,000元",50000~60000,60000.0,50000.0,55000.0
大數據部門數據工程師,典通股份有限公司,工商顧問服務業,台北市,經歷不拘,碩士,"月薪38,000~45,000元",38000~45000,45000.0,38000.0,41500.0
世新大學知識經濟發展研究院-專案助理研究員,世新大學_人事室,大專校院教育事業,台北市,3年以上,碩士,"月薪38,000~50,000元",38000~50000,50000.0,38000.0,44000.0
"Data Analyst 數據分析師 (Tableau profession, Business Insight)",EC HEALTHCARE,其他醫療保健服務業,台北市,1年以上,大學,"月薪45,000元以上",45000以上,45000.0,45000.0,45000.0
【巧連智】數據分析人員,日商倍樂生股份有限公司台北分公司,雜誌／期刊出版業,台北市,2年以上,專科,"月薪30,000~45,000元",30000~45000,45000.0,30000.0,37500.0
資料分析師(Taichung),新加坡商犀牛盾科技股份有限公司,其他相關製造業,台中市,1年以上,大學,"年薪700,000~1,000,000元",700000~1000000,83333.33333333333,58333.333333333336,70833.33333333333
DBA數據庫管理師,薇客有限公司,工商顧問服務業,台北市,5年以上,大學,"月薪100,000元以上",100000以上,100000.0,100000.0,100000.0
研究員,東方線上消費者研究集團_東方快線網絡市調行銷股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪33,000~37,000元",33000~37000,37000.0,33000.0,35000.0
數據分析師,億光電子工業股份有限公司,光電產業,新北市,2年以上,大學,"月薪37,000元以上",37000以上,37000.0,37000.0,37000.0
營運數據分析工程師【備宿舍】(疫情期間可先視訊面試),上禾紡織有限公司,紡織成衣業,新北市,2年以上,大學,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
【台北市】民意調查/市場調查研究員,趨勢民意調查股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪32,000~35,000元",32000~35000,35000.0,32000.0,33500.0
資料分析師,新穎資訊有限公司,電腦軟體服務業,台中市,1年以上,大學,"月薪38,000~60,000元",38000~60000,60000.0,38000.0,49000.0
資深研究員,東方線上消費者研究集團_東方快線網絡市調行銷股份有限公司,工商顧問服務業,台北市,2年以上,大學,"月薪38,000~48,000元",38000~48000,48000.0,38000.0,43000.0
經營管理儲備幹部 (經營管理部專案規劃處),東森購物_電視購物_東森得易購股份有限公司,百貨相關業,新北市,3年以上,大學,"月薪35,000~50,000元",35000~50000,50000.0,35000.0,42500.0
YFG-資料科學家,裕融企業股份有限公司,其他汽機車相關業,台北市,經歷不拘,大學,"月薪45,000~60,000元",45000~60000,60000.0,45000.0,52500.0
【內勤】資料分析研究助理(台北市信義區)#W0,寶華國際人力顧問股份有限公司,人力派遣服務,台北市,經歷不拘,大學,"月薪28,000元",28000,28000.0,28000.0,28000.0
市場調查研究專員/綜合規劃組,財團法人中國生產力中心,工商顧問服務業,新北市,3年以上,大學,"月薪28,000~45,000元",28000~45000,45000.0,28000.0,36500.0
派遣_知名外商銀行_資料分析師Data Analyst【信義｜市政府站】月薪40K起｜101RI,萬寶華企業管理顧問股份有限公司,人力仲介代徵,台北市,經歷不拘,大學,"月薪40,000~55,000元",40000~55000,55000.0,40000.0,47500.0
201_【派遣雀巢】SFE Assistant_1 year contractor_需有數據分析經驗者,萬寶華企業管理顧問股份有限公司,人力仲介代徵,台北市,經歷不拘,大學,"月薪38,000~45,000元",38000~45000,45000.0,38000.0,41500.0
AN-[南港_美商半導體設計龍頭- Business Analyst (PM) Coordinator - 熟悉資料/數據分析(如Power BI/SQL) - 年薪130萬以內,新加坡商立可人事顧問有限公司台灣分公司,人力仲介代徵,台北市,2年以上,大學,"年薪800,000~1,300,000元",800000~1300000,108333.33333333333,66666.66666666667,87500.0
專案管理督導 Observer Project Coordinator,益普索市場研究股份有限公司,工商顧問服務業,台北市,2年以上,大學,"月薪32,000元以上",32000以上,32000.0,32000.0,32000.0
商控專員(可視訊面試)【備宿舍】,岱妮蠶絲股份有限公司,鞋類／布類／服飾品零售業,新北市,經歷不拘,高中,"月薪28,000~36,000元",28000~36000,36000.0,28000.0,32000.0
【2022鑄金實習計劃】智慧製造-大數據分析實習生,金像電子股份有限公司,印刷電路板製造業(PCB),桃園市,經歷不拘,大學,"月薪29,000~35,000元",29000~35000,35000.0,29000.0,32000.0
世新大學知識經濟發展研究院-專案研究員/主管（博後）,世新大學_人事室,大專校院教育事業,台北市,3年以上,博士,"月薪50,000元以上",50000以上,50000.0,50000.0,50000.0
數據工程師,中佑資訊有限公司,網際網路相關業,台中市,1年以上,專科,"月薪35,000~60,000元",35000~60000,60000.0,35000.0,47500.0
數據分析人員(總公司/汽車保險),富邦產物保險股份有限公司,金融控股業,台北市,3年以上,大學,"月薪30,000~50,000元",30000~50000,50000.0,30000.0,40000.0
研究員 Research Executive (Healthcare),益普索市場研究股份有限公司,工商顧問服務業,台北市,經歷不拘,大學,"月薪35,000~40,000元",35000~40000,40000.0,35000.0,37500.0
數據暨策略分析師,聯合財信資產管理股份有限公司,其他專業／科學及技術業,台北市,5年以上,碩士,"月薪72,000~86,000元",72000~86000,86000.0,72000.0,79000.0
派駐知名外商EDA全球領導品牌 - 商業智慧(BI)資料分析程式設計師-【JD-00000058】,威策電腦股份有限公司,電腦系統整合服務業,新竹市,1年以上,大學,"月薪60,000~100,000元",60000~100000,100000.0,60000.0,80000.0
Sr. Backend Engineer | 資深後端工程師 ( Invos 發票存摺 ),麻布數據科技股份有限公司,網際網路相關業,台北市,3年以上,專科,"年薪1,100,000~1,500,000元",1100000~1500000,125000.0,91666.66666666667,108333.33333333334
廣告數據整合分析師/Data Scientist,品麟國際有限公司,綜合商品批發代理業,台北市,3年以上,大學,"月薪60,000~120,000元",60000~120000,120000.0,60000.0,90000.0
